ID,credit_status,annual_income,verification_status,employment_duration,property_type,interest_rate,credit_amount,credit_type,term,credit_category
251904,Paid,31416,Verified,< 1 year,Own,11.12%,8000,Consumption, 36 months,B
693296,Paid,23387,Not Verified,2 years,Leased,7.51%,10000,Debt Consolidation, 36 months,A
733940,Paid,21000,Not Verified,10+ years,Leased,15.21%,5000,Debt Consolidation, 36 months,D
928130,Paid,69600,Verified from source,9 years,Leased,15.21%,9000,car, 60 months,D
785724,Paid,42000,Not Verified,3 years,Mortgaged,13.23%,7000,Home remodeling, 60 months,C
705506,Paid,45000,Verified from source,2 years,Rented,13.23%,8000,Marriage, 60 months,C
585955,Paid,43385,Verified,7 years,Leased,13.98%,23000,Debt consolidation, 36 months,C
768098,Defaulted,38400,Not Verified,1 year,Leased,14.35%,2000,Debt consolidation, 36 months,C
239960,Paid,30000,Not Verified,4 years,Mortgaged,6.76%,3000,Consumption, 36 months,A
513905,Paid,20004,Not Verified,< 1 year,Own,11.49%,3500,Other, 60 months,B
496148,Paid,78000,Verified from source,< 1 year,Mortgaged,7.51%,14000,Debt consolidation, 36 months,A
622424,Paid,71136,Verified from source,10+ years,Rented,15.95%,8800,Marriage, 60 months,D
232795,Paid,171194,Verified,9 years,Mortgaged,11.12%,25000,Debt consolidation, 36 months,B
782138,Paid,94568,Verified,1 year,Mortgaged,11.49%,9200,Other, 60 months,B
348831,Paid,44400,Verified,5 years,Mortgaged,14.84%,6500,car, 36 months,D
604264,Paid,65000,Verified from source,4 years,Mortgaged,11.86%,2900,car, 60 months,B
778417,Paid,47200,Verified from source,1 year,Mortgaged,13.23%,7000,Debt consolidation, 36 months,C
688756,Paid,50000,Verified,8 years,Own,11.49%,18000,Debt consolidation, 60 months,B
433733,Paid,90000,Verified from source,10+ years,Mortgaged,17.93%,12500,Debt consolidation, 60 months, E
659977,Paid,36996,Verified from source,4 years,Own,7.51%,10000,Debt consolidation, 36 months,A
366670,Paid,93000,Verified,8 years,Leased,15.58%,24250,Debt consolidation, 36 months,D
385326,Paid,79000,Verified,4 years,Rented,11.12%,5600,Home renovation, 36 months,B
953700,Paid,75000,Verified,3 years,Mortgaged,10.38%,10000,Home remodeling, 36 months,B
112816,Paid,72000,Verified,< 1 year,Mortgaged,11.86%,5000,Debt consolidation, 36 months,B
580968,Paid,27600,Verified from source,10+ years,Mortgaged,17.56%,5000,Home remodeling, 60 months, E
668110,Paid,90000,Verified,3 years,Leased,11.49%,24000,Debt consolidation, 36 months,B
430296,Paid,65004,Not Verified,4 years,Leased,14.84%,3000,Other, 36 months,D
678860,Paid,41280,Not Verified,3 years,Leased,13.61%,6000,Other, 36 months,C
319849,Paid,28800,Verified from source,1 year,Mortgaged,13.61%,5000,car, 60 months,C
193843,Paid,45000,Verified from source,5 years,Leased,11.49%,2000,Debt consolidation, 36 months,B
755349,Paid,90000,Not Verified,10+ years,Mortgaged,13.61%,15000,Debt consolidation, 36 months,C
139891,Paid,44470.4,Not Verified,2 years,Mortgaged,6.76%,4000,Debt Consolidation, 36 months,A
114035,Paid,225000,Verified from source,10+ years,Mortgaged,7.88%,20000,Medical cause, 36 months,A
113604,Paid,115000,Verified from source,2 years,Mortgaged,16.82%,5000,Medical cause, 60 months, E
805302,Paid,40250,Not Verified,5 years,Mortgaged,11.86%,5600,Credit card, 36 months,B
938560,Paid,72844.8,Not Verified,10+ years,Leased,11.86%,18000,Debt Consolidation, 60 months,B
748155,Paid,39996,Verified from source,2 years,Mortgaged,15.21%,8000,Debt consolidation, 60 months,D
190122,Paid,84000,Not Verified,6 years,Mortgaged,11.12%,10500,Medical cause, 60 months,B
501906,Defaulted,150000,Verified,< 1 year,Leased,16.82%,25000,Debt consolidation, 60 months, E
833405,Paid,1.00E+05,Not Verified,5 years,Mortgaged,11.86%,12000,car, 60 months,B
424043,Paid,72000,Verified from source,4 years,Rented,18.30%,5000,Home renovation, 60 months,F
540130,Paid,30000,Not Verified,2 years,Leased,10.75%,2700,Debt Consolidation, 36 months,B
485975,Defaulted,69000,Verified,5 years,Mortgaged,20.90%,20000,Debt consolidation, 60 months,G
909387,Paid,50004,Verified,< 1 year,Rented,11.49%,13000,Other, 60 months,B
401906,Paid,36000,Verified,5 years,Leased,7.51%,14000,Credit card, 36 months,A
491147,Defaulted,65600,Not Verified,5 years,Mortgaged,16.45%,6000,Debt consolidation, 36 months,E
927764,Defaulted,70000,Verified from source,< 1 year,Leased,14.84%,8000,Credit card, 36 months,D
961021,Paid,49000,Verified,10+ years,Leased,15.58%,13600,Debt Consolidation, 36 months,D
530032,Paid,70000,Verified from source,3 years,Leased,14.84%,9000,Credit card, 36 months,D
387419,Paid,68640,Verified,10+ years,Leased,13.98%,25000,Debt Consolidation, 60 months,C
558777,Defaulted,40000,Verified from source,2 years,Mortgage,16.32%,8000,Home remodeling, 60 months,D
502599,Paid,48996,Verified from source,6 years,Mortgaged,10.75%,10000,Debt consolidation, 60 months,B
346869,Paid,50000,Not Verified,4 years,Own,15.95%,10000,Marriage, 36 months,D
501823,Paid,52800,Verified from source,10+ years,Mortgaged,6.76%,7000,Home remodeling, 36 months,A
505997,Paid,45600,Verified from source,6 years,Leased,14.35%,5000,Debt Consolidation, 36 months,C
161852,Paid,82000,Verified from source,9 years,Rented,18.30%,15000,Marriage, 60 months,F
995871,Paid,37000,Verified,5 years,Mortgaged,16.32%,15800,Debt consolidation, 60 months,D
754650,Paid,52000,Verified from source,2 years,Leased,7.51%,8000,Debt Consolidation, 36 months,A
232992,Paid,126000,Verified,3 years,Mortgaged,21.27%,20000,Debt consolidation, 60 months,G
903400,Paid,71496,Verified,7 years,Leased,7.51%,10000,Debt consolidation, 36 months,A
772473,Defaulted,10200,Verified,4 years,Leased,14.35%,3250,Debt consolidation, 36 months,C
851352,Pay o,85000,Not Verified,4 years,Mortgaged,15.21%,5400,Debt consolidation, 36 months,D
262807,Default,35000,Not Verified,2 years,Own,13.23%,4000,Home remodeling, 60 months,C
438202,Paid,30000,Not Verified,3 years,Leased,14.84%,5600,Debt consolidation, 36 months,D
568467,Paid,30000,Verified from source,10+ years,Leased,11.86%,3000,Debt Consolidation, 36 months,B
322065,Paid,90000,Verified,3 years,Leased,18.30%,8400,Moving, 60 months,F
214305,Paid,42000,Verified,2 years,Leased,11.86%,21000,Debt consolidation, 60 months,B
336272,Paid,35000,Not Verified,< 1 year,Rented,7.14%,1800,Moving, 36 months,A
266612,Paid,49000,Not Verified,2 years,Mortgaged,10.38%,6000,car, 60 months,B
334504,Paid,75000,Verified,3 years,Mortgaged,10.75%,4000,Moving, 36 months,B
814513,Paid,60000,Verified,3 years,Mortgaged,15.95%,21250,Debt consolidation, 60 months,D
619785,Paid,110000,Verified,7 years,Mortgaged,11.49%,10000,Consumption, 60 months,B
177390,Paid,60000,Verified from source,5 years,Leased,13.98%,2500,Other, 36 months,C
140284,Paid,23004,Verified from source,2 years,Own,7.88%,7750,Debt Consolidation, 36 months,A
404446,Paid,50000,Not Verified,< 1 year,Own,16.82%,12000,Debt consolidation, 60 months, E
988945,Paid,83600,Not Verified,5 years,Own,17.19%,15000,Small business, 60 months, E
568206,Paid,40000,Verified from source,5 years,Leased,15.95%,13200,Debt Consolidation, 60 months,D
620415,Paid,37000,Not Verified,10+ years,Mortgaged,11.86%,12000,Home remodeling, 36 months,B
115191,Defaulted,96000,Verified,10+ years,Mortgaged,17.56%,24000,Debt consolidation, 60 months,E
883989,Paid,80000,Verified from source,3 years,Rented,11.12%,10000,Vacation, 36 months,B
922135,Paid,110000,Verified,5 years,Mortgaged,11.12%,25000,Debt consolidation, 36 months,B
565651,Paid,122400,Verified,10+ years,Mortgaged,7.88%,10000,car, 36 months,A
929133,Paid,70000,Verified from source,< 1 year,Leased,13.61%,15000,Credit card, 36 months,C
298155,Paid,25000,Verified from source,3 years,Mortgaged,7.14%,9000,Home renovation, 36 months,A
609484,Paid,57996,Verified from source,2 years,Leased,10.75%,1500,Other, 36 months,B
250335,Defaulted,40000,Verified,3 years,Leased,16.45%,8000,Credit card, 60 months, E
167703,Defaulted,90000,Verified from source,4 years,Mortgaged,15.21%,9600,Debt consolidation, 60 months,D
363853,Paid,329000,Verified,10+ years,Mortgaged,13.23%,25000,Small business, 60 months,C
971898,Paid,93600,Verified from source,< 1 year,Mortgaged,13.61%,2550,car, 60 months,C
510135,Paid,92000,Verified,9 years,Mortgaged,17.93%,25000,Small business, 36 months,E
399794,Paid,65000,Verified,10+ years,Mortgaged,15.58%,21250,Credit card, 60 months,D
148215,Paid,27692.4,Verified from source,6 years,Rented,10.38%,6000,Consumption, 60 months,B
358745,Paid,32000,Verified from source,6 years,Leased,7.88%,4500,car, 60 months,A
361899,Paid,70000,Verified from source,5 years,Mortgaged,7.88%,8000,Debt consolidation, 36 months,A
563040,Paid,84000,Not Verified,10+ years,Mortgaged,7.51%,8000,Debt Consolidation, 36 months,A
749255,Paid,46300,Verified from source,10+ years,Mortgaged,7.88%,7500,Debt consolidation, 36 months,A
765153,Paid,27000,Verified from source,4 years,Own,18.67%,7750,Debt consolidation, 60 months,F
716936,Paid,16800,Not Verified,9 years,Leased,14.84%,2750,Credit card, 36 months,D
993232,Default,48000,Verified from source,2 years,Leased,15.21%,10000,Other, 60 months,D
195480,Paid,55000,Verified from source,7 years,Own,11.49%,1000,Marriage, 36 months,B
398225,Paid,64999.92,Not Verified,5 years,Own,13.98%,10000,Debt consolidation, 36 months,C
363135,Paid,26400,Not Verified,1 year,Own,13.61%,7300,Medical cause, 36 months,C
356758,Paid,30000,Not Verified,6 years,Rented,18.67%,8000,Education, 60 months,F
890193,Paid,32000,Verified from source,< 1 year,Rented,13.98%,10000,Moving in, 60 months,C
479696,Paid,43800,Not Verified,< 1 year,Mortgaged,10.38%,13000,Debt consolidation, 36 months,B
983861,Paid,165000,Verified,2 years,Leased,15.58%,25000,Credit card, 36 months,D
496473,Defaulted,125000,Not Verified,10+ years,Rented,18.30%,12000,Home purchase, 60 months,F
233876,Paid,54996,Not Verified,6 years,Own,7.51%,5500,Other, 36 months,A
368815,Paid,889000,Verified from source,10+ years,Leased,7.88%,20000,Debt Consolidation, 36 months,A
581338,Paid,285000,Verified,10+ years,Mortgaged,17.93%,25000,Medical cause, 36 months,E
169739,Paid,24996,Not Verified,3 years,Own,15.58%,7000,Debt consolidation, 36 months,D
218772,Defaulted,68065.44,Verified,7 years,Leased,11.12%,6000,Debt consolidation, 36 months,B
438596,Paid,24960,Verified,< 1 year,Rented,13.98%,1000,Consumption, 36 months,C
911032,Paid,36000,Not Verified,2 years,Mortgaged,6.39%,3000,Home remodeling, 36 months,A
559724,Paid,77000,Verified,3 years,Mortgaged,18.67%,20000,Debt consolidation, 60 months,F
280494,Default,35400,Not Verified,< 1 year,Rented,13.61%,8400,Consumption, 60 months,C
319409,Paid,50000,Not Verified,< 1 year,Leased,15.21%,9000,Debt consolidation, 36 months,D
517677,Paid,55000,Not Verified,< 1 year,Leased,11.12%,16000,Credit card, 36 months,B
911205,Defaulted,29784,Not Verified,6 years,Leased,13.23%,18250,Debt consolidation, 60 months,C
621625,Paid,96000,Verified from source,10+ years,Leased,13.23%,12000,Debt Consolidation, 36 months,C
265971,Paid,71073,Verified from source,2 years,Mortgaged,13.61%,10000,Home renovation, 60 months,C
846173,Paid,55000,Verified,10+ years,Mortgaged,7.88%,15000,Debt consolidation, 36 months,A
268609,Paid,550000,Verified from source,5 years,Mortgaged,10.75%,8000,Consumption, 36 months,B
374200,Paid,68400,Verified from source,10+ years,Leased,14.72%,7200,Other, 36 months,C
622671,Paid,71000,Verified,10+ years,Own,7.14%,14000,Debt consolidation, 36 months,A
153952,Paid,35004,Verified from source,1 year,Rented,11.86%,7500,Consumption, 60 months,B
736717,Paid,150000,Verified from source,3 years,Mortgaged,17.19%,8000,Credit card, 36 months,E
634721,Paid,41000,Verified from source,< 1 year,Leased,19.79%,8000,Other, 36 months,F
488621,Paid,55000,Not Verified,< 1 year,Leased,10.38%,18000,Debt consolidation, 36 months,B
797586,Paid,16800,Verified from source,< 1 year,Leased,14.35%,5000,Debt Consolidation, 36 months,C
705229,Paid,83004,Verified from source,10+ years,Mortgaged,7.88%,24000,Credit card, 36 months,A
332101,Paid,33600,Verified from source,3 years,Rented,14.72%,10000,Marriage, 36 months,C
552845,Paid,65000,Not Verified,10+ years,Mortgaged,7.51%,7750,Debt Consolidation, 36 months,A
536984,Paid,45000,Verified,10+ years,Mortgaged,10.75%,6000,Debt consolidation, 60 months,B
490235,Paid,50000,Verified from source,1 year,Leased,7.51%,9000,Debt consolidation, 36 months,A
763004,Paid,77000,Not Verified,6 years,Leased,7.14%,10800,Debt consolidation, 36 months,A
741652,Paid,38790,Verified,3 years,Leased,11.12%,8000,Debt consolidation, 60 months,B
166768,Paid,42324,Verified,< 1 year,Rented,10.38%,10000,Consumption, 60 months,B
801817,Paid,87504,Not Verified,2 years,Mortgaged,15.21%,12000,Debt consolidation, 36 months,D
787028,Paid,35000,Verified from source,4 years,Mortgaged,11.12%,9600,Medical cause, 60 months,B
340439,Paid,51000,Verified from source,4 years,Mortgaged,11.49%,11000,car, 60 months,B
815538,Paid,65000,Verified from source,10+ years,Mortgaged,14.35%,7000,Home remodeling, 36 months,C
787329,Paid,50000,Not Verified,2 years,Leased,10.75%,10800,Debt Consolidation, 36 months,B
812939,Paid,66996,Verified from source,7 years,Leased,16.32%,12600,Debt Consolidation, 60 months,D
913762,Paid,34500,Verified from source,1 year,Leased,13.61%,4000,Other, 60 months,C
287432,Paid,61000,Verified,2 years,Own,7.51%,14400,Debt Consolidation, 36 months,A
698574,Paid,63000,Verified,2 years,Leased,14.35%,21600,Debt consolidation, 36 months,C
425601,Paid,35000,Verified from source,2 years,Leased,15.58%,6000,Debt consolidation, 36 months,D
845324,Paid,66000,Not Verified,3 years,Leased,11.12%,7500,Other, 60 months,B
462016,Paid,27036,Not Verified,2 years,Leased,11.49%,5000,Debt Consolidation, 36 months,B
363493,Paid,85000,Verified,4 years,Mortgaged,15.95%,10500,Credit card, 60 months,D
810294,Paid,80266,Verified from source,5 years,Rented,11.86%,6875,Marriage, 36 months,B
430872,Paid,31000,Not Verified,2 years,Leased,16.82%,6000,Debt consolidation, 60 months, E
991534,Paid,44400,Not Verified,6 years,Rented,13.98%,2350,Moving, 36 months,C
289520,Paid,65000,Not Verified,6 years,Own,6.76%,3500,car, 36 months,A
398763,Paid,139380,Verified,4 years,Own,7.51%,9000,Consumption, 36 months,A
276097,Paid,72996,Verified from source,10+ years,Mortgaged,11.86%,4800,Consumption, 60 months,B
323404,Paid,72000,Verified from source,10+ years,Mortgaged,7.88%,15000,Credit card, 36 months,A
848262,Paid,52400,Verified,3 years,Rented,13.23%,10500,Education, 60 months,C
617693,Paid,34200,Not Verified,1 year,Leased,11.12%,4000,Debt consolidation, 36 months,B
268870,Defaulted,70000,Verified,9 years,Mortgaged,16.82%,22750,Debt consolidation, 60 months,E
915164,Defaulted,54000,Verified,10+ years,Mortgaged,11.49%,18000,Debt consolidation, 60 months,B
147124,Paid,95004,Verified,1 year,Mortgaged,7.51%,15000,Other, 36 months,A
763829,Paid,115000,Verified,10+ years,Mortgaged,13.61%,24000,Debt consolidation, 60 months,C
848488,Defaulted,55700,Not Verified,2 years,Leased,10.38%,7200,Debt consolidation, 36 months,B
519879,Paid,50000,Verified,2 years,Mortgaged,15.58%,25000,Debt consolidation, 36 months,D
544727,Paid,36000,Verified from source,5 years,Leased,15.95%,3200,Moving in, 60 months,D
868991,Paid,60000,Verified,6 years,Leased,14.84%,20000,Other, 36 months,D
179012,Defaulted,45678.84,Not Verified,10+ years,Own,15.58%,8000,Debt Consolidation, 36 months,D
167312,Paid,10800,Verified from source,10+ years,Rented,7.88%,5000,Home renovation, 36 months,A
584315,Defaulted,30000,Verified,7 years,Leased,10.38%,10000,Credit card, 36 months,B
191283,Paid,95000,Verified,10+ years,Mortgaged,16.32%,16000,Debt consolidation, 60 months,D
784166,Paid,26004,Verified from source,7 years,Leased,7.14%,6000,Other, 36 months,A
993304,Paid,60000,Verified,10+ years,Own,13.98%,20500,Moving, 60 months,C
701228,Paid,57000,Verified from source,1 year,Leased,7.14%,9000,Credit card, 36 months,A
745197,Paid,56148,Verified,9 years,Own,10.38%,13500,Debt consolidation, 60 months,B
832999,Paid,69996,Verified from source,6 years,Rented,10.75%,3000,Consumption, 36 months,B
529929,Paid,74000,Not Verified,8 years,Mortgaged,11.49%,25000,Credit card, 36 months,B
455919,Paid,81800,Verified from source,10+ years,Mortgaged,6.39%,2500,Other, 36 months,A
707264,Paid,37500,Verified,< 1 year,Rented,15.95%,11100,Consumption, 60 months,D
344755,Paid,30000,Verified from source,2 years,Mortgaged,16.45%,12000,Debt consolidation, 36 months,E
994244,Paid,54996,Verified from source,3 years,Leased,11.86%,5000,Debt Consolidation, 36 months,B
445375,Paid,55000,Verified,7 years,Mortgaged,13.61%,20000,Debt consolidation, 60 months,C
708644,Paid,37440,Not Verified,1 year,Leased,11.12%,14000,Debt consolidation, 60 months,B
841739,Defaulted,86700,Verified from source,7 years,Mortgaged,11.49%,5000,Moving, 36 months,B
206291,Paid,90000,Verified,10+ years,Leased,11.49%,20000,Debt consolidation, 36 months,B
519030,Paid,120000,Verified from source,10+ years,Mortgaged,13.61%,8000,Debt consolidation, 36 months,C
384530,Paid,35000,Verified,< 1 year,Leased,13.23%,6000,Debt consolidation, 60 months,C
196491,Paid,77256,Verified,10+ years,Mortgaged,11.86%,10000,Debt Consolidation, 36 months,B
350487,Paid,20004,Verified,10+ years,Own,10.38%,12000,Debt consolidation, 60 months,B
659020,Paid,55600,Verified from source,10+ years,Mortgaged,17.56%,15250,Medical cause, 60 months,E
546001,Paid,59500,Verified,10+ years,Leased,19.04%,15000,Debt Consolidation, 60 months,F
878069,Paid,125000,Not Verified,< 1 year,Leased,7.88%,9100,Debt consolidation, 36 months,A
736070,Paid,49901.52,Not Verified,10+ years,Mortgaged,13.61%,8400,Debt Consolidation, 36 months,C
406214,Paid,59100,Verified,2 years,Mortgaged,15.95%,21000,Debt consolidation, 60 months,D
187483,Paid,72000,Verified from source,5 years,Mortgaged,6.76%,8700,Debt consolidation, 36 months,A
343979,Defaulted,65000,Not Verified,8 years,Own,7.88%,5000,Debt consolidation, 36 months,A
183055,Failed,38400,Verified,1 year,Own,15.58%,8000,Consumption, 36 months,D
758251,Paid,64000,Verified from source,10+ years,Mortgaged,10.38%,15000,Other, 36 months,B
937518,Paid,28800,Not Verified,1 year,Leased,15.21%,1675,car, 36 months,D
484131,Paid,102960,Not Verified,2 years,Mortgaged,7.88%,16000,Debt consolidation, 36 months,A
575795,Paid,42000,Verified from source,7 years,Rented,11.12%,1000,Medical cause, 36 months,B
571005,Paid,175000,Verified,4 years,Mortgaged,10.75%,25000,Credit card, 36 months,B
813998,Paid,38000,Verified,6 years,Leased,7.88%,15000,Debt consolidation, 36 months,A
